;;;;;;;;;;
;;;;;;;;;;
Name der Klinik,Sternbewertung,Datum der Bewertung,Likes,Textuelle Bewertung
DIAKOVERE Friederikenstift, 5 Sterne ,vor einer Woche,0,Natürlich habe ich vorher die Bewertungen gelesen! viel negatives und hatten meine Bedenken!?  Ich lag auf der neurologischen Station 4 Süd wegen einer lumbalpunktion  angst Störung /missempfindungen. Ich kenne einige kh. Und ich wurde noch nie so gut behandelt wie dort!!! Vom ersten Moment waren die Kranken pfleger und Pflege Helfer super freundlich! Die assitens Ärzte nahmen sich Zeit Erklärten alles gründlich und waren sehr sympathisch das gleiche gilt für denn stations und Oberarzt! Ein tolles. Team  es hätte mich nicht besser treffen können! Ein riesen Danke an alle die in dieser schweren Zeit sich denn Stress nicht anmerken lassen und sich so gut um. Uns. Kümmern! Sobald es gestattet wird zu besuchen. Werde ich der  Station mit ner Menge Kuchen danken
DIAKOVERE Friederikenstift, 5 Sterne ,vor 2 Monaten,1,Einfach Sehr gut.Ich habe auf der Station 1 Nord mit einen Sprunggeleksbruch gelegen.Super Pflege -Super -Hauswirtschaft -Super Ärztinnen und Ärzte.Das Essen war auch Sehr gut.
DIAKOVERE Friederikenstift, 4 Sterne ,vor einem Monat,0,"Nach einer drastischen Verlegung vom Geburtshaus ins Friederikenstift wurde ich aus dem RTW direkt in den OP gebracht. Es ging alles super schnell. Das Personal war unglaublich freundlich und haben mich nicht verurteilt oder mir etwas vorgeworfen. Nachdem die Plazenta entfernt wurde kam ich auf die Intensivstation, wo auch nur sehr freundliches Personal war. Ich war überaus überwältigt wie lieb alle waren und sich um mich toll und einfühlsam gekümmert haben. Ich hatte dort immer ein gutes Gefühl. Ganz besonders möchte ich mich bei der Oberärztin Frau Kanzenbach bedanken, durch sie ging es es mir direkt um 100% besser, sie hat mir ein tolles Gefühl gegeben uns in jeglicher Situation geholfen und alles versucht unseren Wünschen nachzugehen.
Es war für uns ein großes hoch und tief der Gefühle womit Frau Kanzenbach so liebevoll und einfühlsam umgegangen ist. Sie ist nicht nur eine tolle Ärztin sondern einfach ein toller Mensch! Danke!!

Auf der Wochenbettstation angekommen, habe ich 5 Tage verbracht. Hier war wie in jedem Krankenhaus alles dabei, es kommt immer drauf an, an
wen man gerät. Ich hatte drei Lieblingsschwestern, wobei mir ein Name im Kopf geblieben ist, die liebe Irena war immer wieder an meiner Seite, hat sich liebevoll um mich und meinen Kleinen gekümmert. Vielen Dank!!
Zwei Kinderärzte habe ich kennengelernt, sowie zwei Schwestern die unter aller Sau waren. Unfreundlich, patzig und lieblos... leider haben es solche auch ins Friederikenstift geschafft. Ich denke, die wird es aber überall geben :-) liebe Grüße an alle, uns geht es gut 🧡"
DIAKOVERE Friederikenstift, 5 Sterne ,vor 3 Monaten,1,Vielen Dank an das gesamte Team der Station 2 Süd. Mega freundliches und kompetentes Personal. Habe mich sehr gut aufgehoben gefühlt.Viele Grüße
DIAKOVERE Friederikenstift, 5 Sterne ,vor einem Monat,0,Seht gutes Krankenhaus.  Top Ärzte sehr freundliches Pflegepersonal. Gebäude ist etwas in die Jahre gekommen.
DIAKOVERE Friederikenstift, 5 Sterne ,vor 2 Monaten,1,"Ich bin super zufrieden!!!

Habe nach einem Krankenhaus gesucht, in dem ich mein Baby bekommen kann.
Nach ein paar Recherchen, Bewertungen lesen, Videos anschauen bin ich auf das Friederikenstift gestoßen und habe mich ziemlich fix für dieses Krankenhaus entschieden.

Die Hebammen im Kreißsaal waren echte Profis. Sehr lieb, einfühlsam, ruhig, geduldig, motivierend, konnten sämtliche Ängste nehmen und waren immer da.

Durch Corona wurde sehr auf Hygiene geachtet.
Mein Partner und ich mussten einen Corona Test machen, einige Angaben machen.
Während der Geburt war mein Freund die ganze Zeit dabei und auch ich musste nicht ständig die Maske tragen. Bei einer Geburt wäre dies ja auch unmenschlich.

Mein Baby war keine leichte Geburt... 4400g und 37cm Kopfumfang. Aber das Hebammen Team hat es ohne Kaiserschnitt geschafft. Natürlich habe ich als 160cm große Person, bei so einem großen Baby einen Dammriss erlebt. Aber die Ärztin und Assistentinnen haben mit größter Sorgfalt alles genäht und bis jetzt ist alles sehr gut am heilen.

Ich bin so glücklich, dass ich mich für dieses Krankenhaus entschieden habe. Ich musste am Tag der Geburt noch bis frühen Abend dort bleiben, damit einige Untersuchungen stattfinden konnten, ob es dem Baby und mir gut geht. Aber dann durfte ich nach Hause ambulant.

Unserem Baby geht es bestens und uns selbstverständlich auch.

Ich bin dem ganzen Team von Hebammen und Ärztinnen mega dankbar. Es war nicht einfach, aber alle haben ihr bestes gegeben, nicht aufgegeben. Alle waren hilfsbereit, für uns da. Die Hebamme die mit der Geburt begonnen hat, ist sogar circa 2 Stunden länger geblieben. Weil sie mir sehr gut geholfen hat und wirklich von ihrer Arbeit Bescheid weiß. Hut ab vor diesem tollen Team!"
DIAKOVERE Friederikenstift, 1 Stern ,vor 7 Monaten,0,Hatte mich 5 Monate vor der Geburt angemeldet als nachts um 1 meine fruchtblase geplatzt ist wurde ich nicht angenommen und solle doch bitte in ein anderes Krankenhaus. Jetzt habe ich starke Blutungen mir geht es nicht gut aber ich bin ja kein akut Fall. Danke für die super Leistung.
DIAKOVERE Friederikenstift, 1 Stern ,vor 4 Monaten,0,"Sitzen jetzt seit zirka 11.30 bis 12 Uhr in der Notaufnahme. Es ist jetzt 16.50 Uhr. Fest steht, das Handgelenk meiner 94jährigen Mutter soll operiert werden. Das war vor etwa 2 Stunden. Müsse ""noch ein CT gemacht"" werden, hieß es vor 1,5 bis 2 Stunden. Die Röntgenbilder von heute morgen reichten nicht. Bis jetzt, 16.50 Uhr sitzen wir und warten auf die Abholung zum CT. Die soll kommen, sei aber überlastet. Sonst, von sich aus, keine Infos mehr dazu. Bin gespannt, wie lange es noch überlastet sein wird."
DIAKOVERE Friederikenstift, 5 Sterne ,vor einem Monat,0,Top Ärzte super nettes Pflegepersonal
DIAKOVERE Friederikenstift, 5 Sterne ,vor 2 Monaten,1,"Wie bereits von anderen erwähnt, es läuft nicht alles rund. Das teilweise lange Warten in der Notaufnahme oder auf den OP Termin, wenn man bereits nüchtern im Bett liegt, ist für einen selber oftmals hart, nicht nur körperlich sondern auch psychisch belastend. Wobei der Friederikenstift momentan bestimmt in einer sehr angespannten Situation ist. Solche Probleme lasen sich wohl nicht vermeiden, wenn man die Pflicht und den Anspruch hat, jederzeit  für alle, die es benötigen, medizinische Hilfe zu leisten. An jedem Tag, zu jeder Uhrzeit.

Beginnend bei der Notfallbehandlung ( abends und Weihnachten ), der Notaufallaufnahme zwei Wochen später, über die OP und die Nachbehandlung bin ich hier nur sehr freundlichen, emphatischen und kompetenten Ärztinnen + Ärzten bzw. medizinischen Personal begegnet. Die medizinische und menschliche Behandlung war jederzeit vorbildlich. Und das zählt auch für alle anderen in dem Haus, wie z.B. die für die Verpflegung Verantwortlichen.

Vielen lieben Dank an Euer Personal, es hat einen super Job und mich wieder gesund gemacht."
DIAKOVERE Friederikenstift, 5 Sterne ,vor 3 Monaten,0,"Ich bin absolut zufrieden, die Schwestern sind immer freundlich und bemüht das es dem Patienten gut geht.
Die Ärzte verstehen ihr Handwerk, und nehmen sich richtig Zeit um ein optimales Ergebnis zu erreichen. Bei mir wurde eine Angiografie in der Leiste durchgeführt und der behandelnde Arzt hat bei mir einen neuen Stent gesetzt, dass absolut Schmerzfrei.
Auch das Essen war für ein Krankenhaus wirklich okay.
Insgesamt hab ich mich hier sehr gut aufgehoben gefühlt und kann das Fiederikenstift sehr empfehlen."
DIAKOVERE Friederikenstift, 1 Stern ,vor einer Woche,0,"Security von heute morgen sehr Aggressiv, er hat mich fertig gemacht, der passt überhaupt nicht zum diese Beruf, Respektlos"
DIAKOVERE Friederikenstift, 1 Stern ,vor 2 Wochen,0,Schlimmste Krankenhaus empfehlen  ich keiner
DIAKOVERE Friederikenstift, 1 Stern ,vor 6 Monaten,2,"Der letzte Schuppen, meine Schwiegermutter wird mit angebrochener Wirbelsäule 7 STUNDEN sitzen gelassen und bekommt dann den Satz zu hören ""Ach Sie können noch laufen? Können wir nichts für Sie tun....Patient mit einem Zeckenbiss wurde sogar vorrangig behandelt, da ja nach WICHTIGKEIT behandelt wird.....Das ist ein Fall für den Anwalt. Dieses Haus werden wir nicht mehr betreten. Enttäuschung auf ganzer Linie... Von erwarteter Hilfe keine Spur!!!"
DIAKOVERE Friederikenstift, 5 Sterne ,vor 7 Monaten,0,"Ich wurde als Notfall mit starken Schmerzen eingeliefert.
Meiner Meinung nach wurde ich schnell behandelt und stationär aufgenommen.

Lag ca. 1 Woche auf der Station 2 Ost, dort habe ich mich eher wohl gefühlt.
Pfleger und Ärzte waren sehr kompetent und freundlich.
Ich habe immer wieder Rückfragen gestellt und es wurde sich immer für mich Zeit genommen.
Man konnte auch mal ein wenig quatschen oder scherzen.

Danke an das Team der Station!"
DIAKOVERE Friederikenstift, 5 Sterne ,vor 5 Monaten,0,"Meine Frau wurde dort erfolgreich operiert, hat sich dort sehr gut aufgehoben und betreut gefühlt. Vielen Dank an das gesamte Team, besonders Station ENord!"
DIAKOVERE Friederikenstift, 2 Sterne ,vor 7 Monaten,3,"Ich habe abends und Vormittags je 4 Stunden mit akuten Schmerzen in der Notaufnahme gewartet. Mehr geht bei mir aus familiärer Situation leider nicht. Das Personal macht einen netten aber gnadenlos überforderten Eindruck. Da die Unfallchirurgie weniger von Corona betroffen ist, kann dies hier nicht als Ausrede dienen. Ich denke nicht, dass die Verantwortlichen diese Zustände selber erleben oder sich in der eigenen Klinik behandeln lassen. 2 Sterne da man zumindest nicht abgewiesen wird."
DIAKOVERE Friederikenstift, 1 Stern ,vor 5 Monaten,1,"Nicht zu empfehlen, weder für das Personal noch für Patienten!
Unorganisiert, alt und schlechte Bedingungen!
Und das nennt sich ein kirchliches Haus?!
Traurig aber wahr.."
DIAKOVERE Friederikenstift, 1 Stern ,vor 3 Monaten,0,Letzte drecksbude unfreundlich bis zum geht nicht mehr man wird mit kind von ali ohne Ausbildung  rausgeschmissen nein danke
DIAKOVERE Friederikenstift, 1 Stern ,vor 5 Monaten,0,"Absolute Diletanten am Werk. Der eine weiß nicht was der andere macht. 12 Stunden auf nen neuen Zugang warten, stattdessen bekommt man Tabletten die man postwendend wieder erbricht. Nie mehr in dieses Krankenhaus"
DIAKOVERE Friederikenstift, 1 Stern ,vor 4 Monaten,0,"Hebamme Frau Bejalla eine absolut unfreundliche Person.Macht einen lautstark am Telefon an ist sehr frech , wenn man Fragen stellt fällt einem ins Wort.Finde sowas unbegreiflich als Hebamme und Heburtshelferin. Das Kh sollte seine Mitarbeiter überdenken"
DIAKOVERE Friederikenstift, 5 Sterne ,vor 8 Monaten,3,"Oftmalls da gewesen sehr Nett und sehr Hilfsbereitschaft.
Die Anmeldung vorne sehr nett.
Die Notaufnahme sehr schnell und Hilfsbereit.
Die Baby Station in der 5 Etage auch im Kreißsaal sehr Nette und sehr Fachkompetente Ärtzte und Schwestern.

Bleibt weiterhin Gesund"
DIAKOVERE Friederikenstift, 5 Sterne ,vor 4 Monaten,0,"Mein Mann wurde in der Nacht vom 21. auf den 22. August mit dem RTW kommend in das Friederickenstift gebracht.

Der aufnehmende Arzt war verwundert, dass wir nicht in das Vincentstift gingen, war er dort doch am 17.8. operiert worden. Aber dazu lesen Sie meine Bewertung für das o.g. Krankenhaus.

Aber auch diesem  sehr zugewandten Arzt gelang es nicht, seine Kollegen zur Aufnahme zu bewegen.

Heute sagen wir ""Gott sei Dank ""!

Der stationäre Aufenthalt dauerte bis zum 5.9.!

In dieser Zeit war mein Mann umgeben von freundlichen Menschen, auf der Station Urologie Süd tat jeder sein Bestes um die Folgen der schief gelaufenen Operation (Vincent) zu beheben.  Alle Ärzte suchten, bis sie den Grund für die Schmerzen und Unbeweglichkeit meines Mannes fanden, ausserdem sprachen sie ihm Mut zu, dass sie nicht eher Ruhe geben bis es meinem Mann besser ging. Dieses Versprechen haben sie eingehalten.

Mein Mann wurde nicht einfach entlassen,  mit den Worten:""Jetzt ist der Hausarzt dran"", sonder wir bekamen
4 weitere ambulante Termine in diesem zu empfehlenden Krankenhaus. Gestern, also am 4.11. konnte mein Mann, nach einer Abschlussbehandlung befreit nach Hause gehen.

Was ich noch als Angehörige unbedingt mitteilen muss, in dieser schweren Zeit konnte ich jeden Tag mit einem diensthabenden Arzt telefonieren,  das war einfach so beruhigend und wichtig. Dankeschön

Wenn wieder ein  Krankenhausaufenthalt notwendig ist, nur das Friedericken Stift.  Danke für alles im Namen meines Mannes Manfred Wrede, Zimmer 8"
DIAKOVERE Friederikenstift, 4 Sterne ,vor 7 Monaten,1,Super nette Ärzte und super Helferinnen..  Hab mich das erste mal richtig wohl gefühlt im Krankenhaus. Wurde dann zwar im Henriettenstift operiert (die KH arbeiten da irgendwie zusammen Hand in Hand- was mich anfangs sehr kritisch stimmte) aber alles unbegründet! Sehr zu empfehlen dieses Krankenhaus. 1 Stern Abzug für die lange Wartezeit zum Vorgespräch beim Narkosearzt (2 Stunden)
DIAKOVERE Friederikenstift, 5 Sterne ,vor 8 Monaten,0,"Ich war zur einer Not OP am Sonntag auf Station 5 (gynäkologie) eingeplant. Es verlief alles reibungslos! Ich fühlte mich wirklich sehr gut aufgehoben und das Wichtigste : mir wurde höflich und mit einem Lächeln begegnet.
Ganz toll und von meiner Seite klare Empfehlung dieses Krankenhauses."
DIAKOVERE Friederikenstift, 5 Sterne ,vor einem Jahr,2,Meine Großmutter kam zu einem Zeitpunkt in die Notaufnahme in der es sehr voll war. Sie wurde trotzdem schnell angeschaut und Untersuchungen in Gang gesetzt und die Ärzte und Schwestern waren ausnahmslos nett und haben erstaunlich gute Nerven bewiesen. Vielen Dank dass sie trotz Stress so gut die Nerven behalten und einen so tollen Job machen
DIAKOVERE Friederikenstift, 1 Stern ,vor 5 Monaten,0,"Horror Krankenhaus.. ich bin schwanger und hatte starke Unterleib schmerzen so das ich kaum gehen konnte.. nach 30 min warten konnte ich dann in die notaufnahme und meine beschwerden äußern, dort wurde ich nicht ernst genormen es wurde eine Ärztin angerufen und meine Beschwerden wurden krass runter gespielt, die Ärztin wollte mich dann abspeisen und meinte ob es das wert wäre jetzt 5h zu warten, ich habe ja gesagt da mir die Gewissheit das es meinem Kind gut geht wichtig ist! Dann wurde ich in ein Raum mit genommen in dem mir viel Blut abgenommen wurde auf die frage warum kam ein das muss so sein .. vorallem lief mir mein ganzes blut den arm runter, ich denke nicht das man so blut abnimmt ?dann wurde mir irgendein mittel gespritzt ich wollte wissen was das ist und wofür mir wurde erneut gesagt das muss so sein... dann musste ich mit dieser Kanüle im arm rum laufen ich weiss nicht warum?? Dann wurde ich auf die 5te Etage geschickt als ich an kam eine Geister Station keine Menschen Seele, ich lief da mehrere Minuten mit schmerzen heulend rum, dann als ich jemanden fand musste ich komplett zurück. Im warte Raum War kein platz also musste ich stehen. Als ich meine Schwester heulend anrief konnte sie es nicht glauben und meinte lass dir die Nadel ziehen wir fahren woanders hin ! Ich suchte eine Schwester und schilderte meine Situation die drückte mir dann den Spruch das ich un verantwortlich wäre und mein kind in Gefahr bringen würde, der Satz traf mich so sehr.. weshalb War ich da ? Weil ich meinem Kind schaden wollte ? Dann wurde mir die Nadel einfach gezogen ohne tupfen und drücken mein ganzes Blut lief den arm runter ich War am ende.
Wir sind dann ins vincenz Krankenhaus die Leute da waren so nett und nach 15 min hat die frauenÄrztin mich untersucht. Top. Kein Blut abnehmen keine Nadel in arm keine 5 h warten. Bitte schwangeren geht niemals in dieses Horror Haus friederikenstift und dann muss man wegen corona auch noch alles alleine durch machen .."
DIAKOVERE Friederikenstift, 1 Stern ,vor 7 Monaten,1,die Station 4Ost sollte Mal das Pflegepersonal prüfen .....Frech dreist und verwiehert dem Patienten Anordnungen die ein Arzt gegeben hat....kaum Fachkräfte...nur Studenten....undan ist dem Hilflos Ausgeliefert...Unmenschlich......
DIAKOVERE Friederikenstift, 5 Sterne ,vor 7 Monaten,0,"Kompetente Ärzte und Schwestern, die auch noch sehr freundlich und hilfsbereit waren."
DIAKOVERE Friederikenstift, 1 Stern ,vor 7 Monaten,3,"Leider ein Katastrophales Krankenhaus mit (mom.) kaum erreichbarer Anbindung  und völlig inakzeptablen Besuchsregelungen. Die Stadt Hannover hat sich dazu entschlossen die Bahngleise vor dem Krankenhaus  incl. der Straße neu zu machen. Das führt  jedoch zu einer nicht Erreichbarkeit dieses Krankenhauses, zumal die Bauarbeiten scheinbar nur dann stattfinden wenn gerade mal Zeit ist.  Wird man entlassen ist ein Krankentransport unerlässlich, da für viele  das in der Nähe gelegene Parkhaus nicht gut erreichbar ist.  Die med. Versorgung ist ja nach Fachgebiet ok bis gut, wobei das Gefühl aufkommt , nicht jeder macht seinen Job gern.  Schlimm sind die hygienischen Zustände , man bekommt nicht selten Besteck an dem Essensreste von kranken Vorgängern vorhanden sind, weil der Geschirrspüler wohl nicht richtig gearbeitet hat.  Wird von den Pflegern und Schwestern leider auch nicht geprüft. Besucherregelungen werden von den Schwestern aber schon geprüft. So darf man in der aktuellen Situation max 45min Besuch bekommen und zwar nur von einer Person max. am Tag. Besucher werden von ""Sicherheitspersonal "" unfreundlich behandelt und bei überschreiten der Zeit zurechtgewiesen. Fazit: Besser  woanders hin."
DIAKOVERE Friederikenstift, 1 Stern ,vor einem Jahr,9,"Katastrophe! Nach 8 Stunden Wartezeit in der Notaufnahme habe ich mich geschlagen gegeben und bin nach Hause. Das Personal war nicht wirklich freundlich und schien auch kein Interesse daran zu haben, dass man bereits seit Stunden wartet. Wenn man übrigens betrunken in die Notaufnahme kommt, hat man keine Wartezeit. Vielleicht hätte ich es auf diesem Wege probieren müssen."
DIAKOVERE Friederikenstift, 5 Sterne ,vor 10 Monaten,0,"Sehr, sehr freundliches Personal und Ärzte die ständig bemüht, dass es den Patienten gut geht"
